ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-02-10,26976.41182344913,13503.470266434533,41025.12164411897,26976.410876228067,26976.41287235906,409.1427273023734,409.1427273023734,409.1427273023734,12611.851942522735,12611.851942522735,12611.851942522735,-12202.70921522036,-12202.70921522036,-12202.70921522036,0.0,0.0,0.0,27385.5545507515
2011-02-11,26977.19798740364,2949.681268082725,34054.14820943707,26977.197008147188,26977.19907498435,-8601.130339903279,-8601.130339903279,-8601.130339903279,3220.0697176081235,3220.0697176081235,3220.0697176081235,-11821.200057511403,-11821.200057511403,-11821.200057511403,0.0,0.0,0.0,18376.067647500364
2011-02-12,26977.984151358156,-33415.24953383242,-5780.554314567279,26977.98314633826,26977.98527418349,-46946.192851751,-46946.192851751,-46946.192851751,-35577.80974255831,-35577.80974255831,-35577.80974255831,-11368.383109192693,-11368.383109192693,-11368.383109192693,0.0,0.0,0.0,-19968.208700392846
2011-02-13,26978.77031531267,-4857.487803716115,23312.315712328724,26978.76928603431,26978.771472234617,-17842.995907292432,-17842.995907292432,-17842.995907292432,-6985.045194716926,-6985.045194716926,-6985.045194716926,-10857.950712575504,-10857.950712575504,-10857.950712575504,0.0,0.0,0.0,9135.77440802024
2011-02-14,26979.55647926719,12877.588804551382,43175.69041902428,26979.555427399773,26979.557661335777,913.3001081606868,913.3001081606868,913.3001081606868,11217.987964415384,11217.987964415384,11217.987964415384,-10304.687856254697,-10304.687856254697,-10304.687856254697,0.0,0.0,0.0,27892.856587427876
2011-02-15,26980.342643221706,11709.447557948226,42463.21988252857,26980.341567647596,26980.343852597176,441.72446147807574,441.72446147807574,441.72446147807574,10165.72876250307,10165.72876250307,10165.72876250307,-9724.004301024994,-9724.004301024994,-9724.004301024994,0.0,0.0,0.0,27422.06710469978
2011-02-16,26981.128807176217,9438.710661798195,38278.844111154904,26981.127706804426,26981.13004278154,-3784.238685633996,-3784.238685633996,-3784.238685633996,5347.216550242145,5347.216550242145,5347.216550242145,-9131.455235876141,-9131.455235876141,-9131.455235876141,0.0,0.0,0.0,23196.890121542223
2011-02-17,26981.914971130733,15599.910002282119,45131.48440661579,26981.913837249576,26981.91622963819,4069.5869331187655,4069.5869331187655,4069.5869331187655,12611.85194255204,12611.85194255204,12611.85194255204,-8542.265009433275,-8542.265009433275,-8542.265009433275,0.0,0.0,0.0,31051.501904249497
2011-02-18,26982.70113508525,7595.824006302099,36232.305186845224,26982.699978592802,26982.70241141946,-4750.798570552044,-4750.798570552044,-4750.798570552044,3220.0697175876508,3220.0697175876508,3220.0697175876508,-7970.868288139695,-7970.868288139695,-7970.868288139695,0.0,0.0,0.0,22231.902564533208
2011-02-19,26983.487299039767,-31213.62737483896,-2037.9168439787597,26983.48611068983,26983.488593187427,-43008.292113163654,-43008.292113163654,-43008.292113163654,-35577.809742562444,-35577.809742562444,-35577.809742562444,-7430.482370601212,-7430.482370601212,-7430.482370601212,0.0,0.0,0.0,-16024.804814123887
2011-02-20,26984.27346299428,-658.656758556647,27861.904028905323,26984.272250155536,26984.274784640515,-13917.768552404767,-13917.768552404767,-13917.768552404767,-6985.045194836975,-6985.045194836975,-6985.045194836975,-6932.723357567791,-6932.723357567791,-6932.723357567791,0.0,0.0,0.0,13066.504910589512
2011-02-21,26985.059626948794,17699.446793214836,46076.86587949316,26985.05838391154,26985.060967375106,4730.710493248966,4730.710493248966,4730.710493248966,11217.987964409223,11217.987964409223,11217.987964409223,-6487.277471160258,-6487.277471160258,-6487.277471160258,0.0,0.0,0.0,31715.77012019776
2011-02-22,26985.84579090331,16531.956820153835,45468.18410484708,26985.84453871033,26985.847150109694,4064.091684352301,4064.091684352301,4064.091684352301,10165.728762524208,10165.728762524208,10165.728762524208,-6101.637078171907,-6101.637078171907,-6101.637078171907,0.0,0.0,0.0,31049.93747525561
2011-02-23,26986.63195485783,11754.246417036007,40387.65985163757,26986.630683884898,26986.63333284429,-433.69240322220355,-433.69240322220355,-433.69240322220355,5347.216550259071,5347.216550259071,5347.216550259071,-5780.908953481275,-5780.908953481275,-5780.908953481275,0.0,0.0,0.0,26552.939551635624
2011-02-24,26987.41811881234,19431.266780581835,48904.358086376546,26987.41681233245,26987.41953150965,7084.151860333471,7084.151860333471,7084.151860333471,12611.851942581347,12611.851942581347,12611.851942581347,-5527.700082247878,-5527.700082247878,-5527.700082247878,0.0,0.0,0.0,34071.56997914581
2011-02-25,26988.204282766856,10783.537358689846,38940.21088025411,26988.20294842215,26988.205727061195,-2122.014193352651,-2122.014193352651,-2122.014193352651,3220.0697175671785,3220.0697175671785,3220.0697175671785,-5342.08391091983,-5342.08391091983,-5342.08391091983,0.0,0.0,0.0,24866.190089414205
2011-02-26,26988.99044672137,-26917.36182378571,878.6844681574993,26988.98908367729,26988.991915718914,-40799.45723215632,-40799.45723215632,-40799.45723215632,-35577.80974255484,-35577.80974255484,-35577.80974255484,-5221.647489601479,-5221.647489601479,-5221.647489601479,0.0,0.0,0.0,-13810.466785434946
2011-02-27,26989.77661067589,56.12399428626181,29963.483411425852,26989.77520530647,26989.778107676793,-12146.662670732374,-12146.662670732374,-12146.662670732374,-6985.045194814847,-6985.045194814847,-6985.045194814847,-5161.617475917528,-5161.617475917528,-5161.617475917528,0.0,0.0,0.0,14843.113939943516
2011-02-28,26990.5627746304,18875.34225732355,47938.29244831007,26990.56134895784,26990.564309472175,6062.927396666847,6062.927396666847,6062.927396666847,11217.987964392167,11217.987964392167,11217.987964392167,-5155.060567725321,-5155.060567725321,-5155.060567725321,0.0,0.0,0.0,33053.49017129725
2011-03-01,26991.348938584917,17263.254237994213,47461.2066288779,26991.347480247634,26991.35051180169,4972.577091559762,4972.577091559762,4972.577091559762,10165.72876250386,10165.72876250386,10165.72876250386,-5193.151670944098,-5193.151670944098,-5193.151670944098,0.0,0.0,0.0,31963.926030144677
2011-03-02,26992.135102539432,12472.559488621482,40869.725117997514,26992.133606222164,26992.136715236065,81.71549326953345,81.71549326953345,81.71549326953345,5347.216550233253,5347.216550233253,5347.216550233253,-5265.50105696372,-5265.50105696372,-5265.50105696372,0.0,0.0,0.0,27073.850595808966
2011-03-03,26992.921266493948,18994.95136433596,47644.6484551541,26992.91974686611,26992.92289933897,7251.321959249474,7251.321959249474,7251.321959249474,12611.851942569998,12611.851942569998,12611.851942569998,-5360.529983320524,-5360.529983320524,-5360.529983320524,0.0,0.0,0.0,34244.24322574342
2011-03-04,26993.707430448467,10056.851464550833,37538.79303365415,26993.705883976203,26993.70909075316,-2245.8130767718044,-2245.8130767718044,-2245.8130767718044,3220.069717616426,3220.069717616426,3220.069717616426,-5465.88279438823,-5465.88279438823,-5465.88279438823,0.0,0.0,0.0,24747.894353676664
2011-03-05,26994.49359440298,-27505.076892739362,-359.788658482259,26994.49200888704,26994.495281475112,-41146.672172063765,-41146.672172063765,-41146.672172063765,-35577.80974255897,-35577.80974255897,-35577.80974255897,-5568.862429504791,-5568.862429504791,-5568.862429504791,0.0,0.0,0.0,-14152.178577660787
2011-03-06,26995.279758357494,-126.60343985528439,28551.175593202133,26995.27814790604,26995.281471918253,-12641.920771133735,-12641.920771133735,-12641.920771133735,-6985.045194792718,-6985.045194792718,-6985.045194792718,-5656.8755763410145,-5656.8755763410145,-5656.8755763410145,0.0,0.0,0.0,14353.358987223759
2011-03-07,26996.06592231201,18792.90776814265,47056.09022086824,26996.06428247219,26996.06766850737,5500.1145265633495,5500.1145265633495,5500.1145265633495,11217.987964375108,11217.987964375108,11217.987964375108,-5717.87343781176,-5717.87343781176,-5717.87343781176,0.0,0.0,0.0,32496.18044887536
2011-03-08,26996.85208626653,17450.87287044806,45607.082644951806,26996.850409803174,26996.85384629915,4424.954523246651,4424.954523246651,4424.954523246651,10165.728762483512,10165.728762483512,10165.728762483512,-5740.774239236862,-5740.774239236862,-5740.774239236862,0.0,0.0,0.0,31421.80660951318
2011-03-09,26997.63825022104,11577.703659021974,40891.74624843749,26997.63655075104,26997.640030895993,-368.6376330085748,-368.6376330085748,-368.6376330085748,5347.216550296036,5347.216550296036,5347.216550296036,-5715.85418330461,-5715.85418330461,-5715.85418330461,0.0,0.0,0.0,26629.000617212467
