Description,Revenue,Revenue %,Cumulative %,ABC
AMAZON FEE,20248.04,0.2057040591972997,20.76718298086438,A
VICTORIAN GLASS HANGING T-LIGHT,19958.77,0.20276530496706296,20.969948285831443,A
RECYCLING BAG RETROSPOT ,19755.170000000002,0.20069689012530198,21.170645175956743,A
GRAND CHOCOLATECANDLE,19624.88,0.19937324685549335,21.370018422812237,A
WOODEN PICTURE FRAME WHITE FINISH,19338.97,0.19646862756567068,21.56648705037791,A
HEART OF WICKER SMALL,18993.56,0.1929595353726812,21.759446585750588,A
3 HEARTS HANGING DECORATION RUSTIC,18399.9,0.1869284196803441,21.946375005430934,A
RED  HARMONICA IN BOX ,18385.97,0.18678690190654387,22.133161907337477,A
JUMBO BAG OWLS,18331.83,0.1862368823607043,22.31939878969818,A
BOX OF VINTAGE ALPHABET BLOCKS,18212.73,0.18502692063352483,22.504425710331706,A
60 TEATIME FAIRY CAKE CASES,18151.399999999998,0.18440385637888237,22.688829566710588,A
VINTAGE UNION JACK CUSHION COVER,18097.85,0.18385983076603216,22.87268939747662,A
CERAMIC CAKE STAND + HANGING CAKES,17555.32,0.17834815540208035,23.0510375528787,A
COOK WITH WINE METAL SIGN ,17553.77,0.17833240862897268,23.229369961507672,A
PINK HAPPY BIRTHDAY BUNTING,17493.83,0.1777234656740849,23.407093427181756,A
ENGLISH ROSE DESIGN QUILTED THROW,17477.66,0.17755919127334185,23.5846526184551,A
DOORMAT UNION FLAG,17324.79,0.1760061530765835,23.76065877153168,A
GIN + TONIC DIET METAL SIGN,17252.260000000002,0.1752693056872273,23.935928077218907,A
ZINC METAL HEART DECORATION,17145.1,0.17418064490901947,24.110108722127926,A
DOORMAT HEARTS,17129.61,0.174023278770027,24.28413200089795,A
SWEETHEART CERAMIC TRINKET BOX,16882.1,0.17150877308493725,24.45564077398289,A
CREAM SWEETHEART MINI CHEST,16579.45,0.1684340886455514,24.62407486262844,A
SET OF 6 RIBBONS VINTAGE CHRISTMAS,16429.78,0.1669135599158541,24.790988422544295,A
VICTORIAN SEWING BOX LARGE,16415.04,0.16676381318320402,24.9577522357275,A
RETRO SPOT CAKE STAND,16354.009999999998,0.16614379669109852,25.1238960324186,A
SET 7 BABUSHKA NESTING BOXES,16308.78,0.16568429569260715,25.289580328111207,A
HANGING JAM JAR T-LIGHT HOLDER,16231.62,0.16490041116809695,25.454480739279305,A
PACK OF 60 PINK PAISLEY CAKE CASES,16187.31,0.16445025664138557,25.61893099592069,A
CREAM CUPID HEARTS COAT HANGER,16177.3,0.16434856296473516,25.783279558885425,A
HAND OVER THE CHOCOLATE   SIGN ,16047.830000000002,0.16303325024586093,25.946312809131285,A
HAND WARMER SCOTTY DOG DESIGN,15957.12,0.16211170844676398,26.10842451757805,A
PINK CREAM FELT CRAFT TRINKET BOX ,15952.529999999999,0.16206507767994824,26.270489595258,A
JUMBO BAG WOODLAND ANIMALS,15896.52,0.16149606041429485,26.431985655672293,A
DOOR MAT RED SPOT,15889.75,0.16142728257304376,26.593412938245336,A
KNITTED UNION FLAG HOT WATER BOTTLE,15779.09,0.1603030645652379,26.753716002810574,A
PINK 3 PIECE MINI DOTS CUTLERY SET,15767.15,0.16018176361626627,26.91389776642684,A
RED 3 PIECE MINI DOTS CUTLERY SET,15738.53,0.15989100707023876,27.07378877349708,A
JUMBO BAG SPACEBOY DESIGN,15663.61,0.15912987917267132,27.23291865266975,A
HAND WARMER OWL DESIGN,15608.78,0.15857284977299668,27.391491502442747,A
SET OF 3 COLOURED  FLYING DUCKS,15482.85,0.15729350065205877,27.548785003094807,A
FAWN BLUE HOT WATER BOTTLE,15481.310000000001,0.15727785547103562,27.706062858565843,A
RED/WHITE DOTS RUFFLED UMBRELLA,15476.880000000001,0.15723285017757294,27.863295708743415,A
SMALL GLASS HEART TRINKET POT,15454.87,0.15700924599944346,28.02030495474286,A
HAND WARMER BIRD DESIGN,15422.43,0.1566796812771118,28.17698463601997,A
PACK OF 6 BIRDY GIFT TAGS,15299.779999999999,0.15543365435991147,28.33241829037988,A
LUNCH BAG SPACEBOY DESIGN ,15263.68,0.1550669069346287,28.48748519731451,A
JUMBO BAG TOYS ,15168.38,0.15409873436871602,28.641583931683225,A
PINK BLUE FELT CRAFT TRINKET BOX,15138.109999999999,0.15379121512873514,28.79537514681196,A
LARGE CAKE STAND  HANGING STRAWBERY,15042.61,0.15282101072113116,28.94819615753309,A
6 RIBBONS RUSTIC CHARM,14955.42,0.15193522933580136,29.100131386868892,A
COLOUR GLASS T-LIGHT HOLDER HANGING,14899.6,0.15136814231975473,29.251499529188646,A
WOOD 2 DRAWER CABINET WHITE FINISH,14890.52,0.15127589670696892,29.402775425895616,A
TEA TIME PARTY BUNTING,14831.64,0.15067772251304512,29.55345314840866,A
HANGING HEART ZINC T-LIGHT HOLDER,14724.439999999999,0.14958865536649904,29.70304180377516,A
RED SPOTTY ROUND CAKE TINS,14646.039999999999,0.14879217342350265,29.851833977198662,A
ASSORTED COLOURS SILK FAN,14471.71,0.14702111861326594,29.99885509581193,A
BLUE 3 PIECE MINI DOTS CUTLERY SET,14464.380000000001,0.1469466516152792,30.14580174742721,A
FELTCRAFT 6 FLOWER FRIENDS,14426.78,0.14656466537731155,30.292366412804522,A
LUNCH BAG PINK RETROSPOT,14391.72,0.14620848352882362,30.438574896333346,A
HEART FILIGREE DOVE  SMALL,14156.94,0.1438233045673863,30.582398200900734,A
BLUE HAPPY BIRTHDAY BUNTING,14062.150000000001,0.14286031319778647,30.72525851409852,A
WHITE SKULL HOT WATER BOTTLE ,13978.48,0.14201029222622386,30.867268806324745,A
WOODEN BOX ADVENT CALENDAR ,13909.6,0.1413105259477342,31.00857933227248,A
JUMBO STORAGE BAG SKULLS,13882.66,0.14103683687191373,31.149616169144394,A
RED RETROSPOT TRADITIONAL TEAPOT ,13830.12,0.14050307205960472,31.290119241204,A
PINK CHERRY LIGHTS,13760.93,0.1398001564264935,31.429919397630492,A
PAPER BUNTING WHITE LACE,13634.54,0.13851613406966554,31.568435531700157,A
KENSINGTON COFFEE SET,13566.81,0.13782805088090094,31.70626358258106,A
CHARLOTTE BAG SUKI DESIGN,13534.25,0.13749726705355447,31.843760849634613,A
VINTAGE HEADS AND TAILS CARD GAME ,13422.58,0.13636278824520748,31.98012363787982,A
NO SINGING METAL SIGN,13335.580000000002,0.1354789371094845,32.1156025749893,A
PACK OF 72 SKULL CAKE CASES,13247.16,0.13458065989775309,32.250183234887054,A
DOOR MAT NEW ENGLAND,13201.61,0.1341179079525556,32.38430114283961,A
GROW YOUR OWN PLANT IN A CAN ,13123.28,0.1333221371541512,32.517623279993764,A
DOORMAT FANCY FONT HOME SWEET HOME,12983.39,0.1319009654831593,32.649524245476925,A
SPACEBOY LUNCH BOX ,12972.679999999998,0.13179216036058924,32.781316405837515,A
PLASTERS IN TIN SPACEBOY,12818.64,0.13022723588993668,32.911543641727455,A
PLASTERS IN TIN CIRCUS PARADE ,12589.37,0.12789803416709514,33.03944167589455,A
HOT WATER BOTTLE BABUSHKA ,12503.44,0.12702505338442066,33.16646672927897,A
BLACK/BLUE DOTS RUFFLED UMBRELLA,12491.17,0.12690039989665833,33.29336712917563,A
HEART IVORY TRELLIS SMALL,12466.69,0.1266517024736411,33.42001883164927,A
WOODEN CROQUET GARDEN SET,12454.81,0.12653101107717687,33.54654984272645,A
MEMO BOARD RETROSPOT  DESIGN,12433.210000000001,0.1263115721745146,33.672861414900964,A
VINTAGE CREAM 3 BASKET CAKE STAND,12424.16,0.12621963133798247,33.799081046238946,A
NATURAL SLATE CHALKBOARD LARGE ,12324.56,0.12520777417570647,33.92428882041465,A
DOLLY GIRL LUNCH BOX,12313.66,0.12509703880352968,34.049385859218184,A
ANTIQUE LILY FAIRY LIGHTS,12234.56,0.12429344541461369,34.1736793046328,A
 WHITE CHERRY LIGHTS,12198.66,0.12392872983102227,34.29760803446382,A
SET/20 RED SPOTTY PAPER NAPKINS ,12185.39,0.12379391713480334,34.421401951598625,A
HANGING HEART JAR T-LIGHT HOLDER,12176.039999999999,0.12369892853573425,34.545100880134356,A
SILVER HANGING T-LIGHT HOLDER,11856.72,0.12045489009137711,34.66555577022574,A
PINK PAPER PARASOL ,11771.83,0.11959247488549749,34.78514824511124,A
CHOCOLATE THIS WAY METAL SIGN,11727.29,0.11913998374084114,34.90428822885208,A
RED SPOT HEART HOT WATER BOTTLE,11670.66,0.11856466776594464,35.022852896618026,A
HOME SWEET HOME METAL SIGN ,11656.320000000002,0.11841898471667721,35.1412718813347,A
IVORY KITCHEN SCALES,11631.46,0.11816642679444644,35.25943830812915,A
VINTAGE SNAP CARDS,11553.289999999999,0.11737228146939509,35.37681058959854,A
DOOR MAT FAIRY CAKE,11532.31,0.11715914127597589,35.49396973087452,A
WOODLAND CHARLOTTE BAG,11505.47,0.11688646812100113,35.61085619899552,A
PICNIC BASKET WICKER LARGE,11466.33,0.11648883670201034,35.72734503569753,A
WORLD WAR 2 GLIDERS ASSTD DESIGNS,11383.97,0.11565212429352587,35.84299715999106,A
HOT BATHS METAL SIGN,11378.35,0.11559502954199988,35.95859218953306,A
MINI PAINT SET VINTAGE ,11300.17,0.11480078262486393,36.07339297215792,A
LADIES & GENTLEMEN METAL SIGN,11266.95,0.11446329371993616,36.187856265877855,A
WHITE METAL LANTERN,11235.54,0.11414419298231478,36.30200045886017,A
MEMO BOARD COTTAGE DESIGN,11233.66,0.11412509367041637,36.41612555253059,A
SINGLE HEART ZINC T-LIGHT HOLDER,11045.95,0.11221810865103055,36.528343661181616,A
HEART IVORY TRELLIS LARGE,11012.79,0.11188122929861016,36.640224890480226,A
RED SPOTTY BISCUIT TIN,10963.07,0.11137611345414866,36.751601003934375,A
SET OF 72 RETRO SPOT PAPER  DOILIES,10949.4,0.11123723707454714,36.86283824100892,A
72 SWEETHEART FAIRY CAKE CASES,10907.43,0.1108108550956242,36.973649096104545,A
15CM CHRISTMAS GLASS BALL 20 LIGHTS,10868.59,0.11041627143917039,37.084065367543715,A
FELTCRAFT CUSHION BUTTERFLY,10761.630000000001,0.10932964250265391,37.193395010046366,A
PINK HEART SHAPE EGG FRYING PAN,10665.64,0.10835446008290617,37.30174947012927,A
DOORMAT FAIRY CAKE,10645.77,0.1081525966108738,37.409902066740145,A
DOOR MAT SPOTTY HOME SWEET HOME,10563.06,0.10731232847942954,37.517214395219575,A
HOT WATER BOTTLE I AM SO POORLY,10563.02,0.10731192211109128,37.62452631733067,A
DOOR MAT 3 SMILEY CATS,10532.27,0.10699952645105125,37.73152584378172,A
WOODEN ROUNDERS GARDEN SET ,10498.48,0.10665624679730319,37.83818209057902,A
CAKE STAND 3 TIER MAGIC GARDEN,10485.07,0.10652001181190036,37.94470210239092,A
3 HOOK PHOTO SHELF ANTIQUE WHITE,10469.85,0.10636538865919114,38.05106749105011,A
CHICK GREY HOT WATER BOTTLE,10454.18,0.10620619386267642,38.15727368491279,A
POTTERING IN THE SHED METAL SIGN,10432.949999999999,0.10599051386714307,38.26326419877993,A
BAKING SET SPACEBOY DESIGN,10393.09,0.10558556781806354,38.36884976659799,A
LUNCH BOX I LOVE LONDON,10358.97,0.1052389356255248,38.47408870222351,A
PAPER CHAIN KIT EMPIRE,10354.460000000001,0.10519311759538562,38.579281819818895,A
FELTCRAFT CUSHION RABBIT,10337.32,0.10501898876243972,38.684300808581334,A
DOOR MAT HEARTS,10298.44,0.10462399873764766,38.788924807318985,A
WOODEN SKITTLES GARDEN SET,10275.38,0.10438972739063876,38.893314534709624,A
GREY HEART HOT WATER BOTTLE,10268.19,0.10431668268183591,38.99763121739146,A
RED SPOTTY CHARLOTTE BAG,10231.44,0.10394333177105636,39.101574549162514,A
ASSORTED COLOUR MINI CASES,10152.59,0.10314227818425453,39.20471682734677,A
GUMBALL COAT RACK,10121.130000000001,0.10282266948621033,39.30753949683298,A
PICNIC BASKET WICKER SMALL,10057.7,0.10217827089380904,39.40971776772679,A
PLASTERS IN TIN VINTAGE PAISLEY ,10035.72,0.10195497149193325,39.511672739218724,A
SET/3 RUSSIAN DOLL STACKING TINS,10030.08,0.10189767355623812,39.61357041277496,A
LARGE POPCORN HOLDER ,10013.710000000001,0.1017313673138038,39.715301780088765,A
WOODEN SCHOOL COLOURING SET,9998.970000000001,0.10158162058115372,39.816883400669916,A
PLASTERS IN TIN WOODLAND ANIMALS,9948.29,0.10106675189657394,39.91795015256649,A
PAINTED METAL PEARS ASSORTED,9868.01,0.10025117064167915,40.01820132320817,A
MULTI COLOUR SILVER T-LIGHT HOLDER,9852.12,0.10008974081930401,40.118291064027474,A
DOOR MAT ENGLISH ROSE ,9816.33,0.09972614274864278,40.21801720677612,A
RED KITCHEN SCALES,9769.03,0.09924561218864623,40.317262818964764,A
FELTCRAFT BUTTERFLY HEARTS,9737.71,0.09892742577978594,40.41619024474455,A
DOORMAT NEW ENGLAND,9716.85,0.09871550469138157,40.51490574943593,A
RED WHITE SCARF  HOT WATER BOTTLE,9700.060000000001,0.09854493158139549,40.613450681017326,A
CHILDS BREAKFAST SET DOLLY GIRL ,9681.66,0.09835800214579428,40.71180868316312,A
FAMILY ALBUM WHITE PICTURE FRAME,9585.04,0.09737641942471892,40.80918510258784,A
RED RETROSPOT JUMBO BAG ,9563.89,0.0971615521658621,40.906346654753705,A
TOY TIDY PINK RETROSPOT  ,9529.53,0.09681248176329381,41.003159136517,A
HAND WARMER UNION JACK,9497.410000000002,0.09648616798766826,41.09964530450467,A
HEART FILIGREE DOVE LARGE,9494.23,0.0964538617047763,41.19609916620944,A
ROSES REGENCY TEACUP AND SAUCER ,9437.52,0.09587773299320328,41.291976899202645,A
VINTAGE UNION JACK DOORSTOP,9380.99,0.09530343293915246,41.3872803321418,A
BAG 250g SWIRLY MARBLES,9304.07,0.09452198662467182,41.48180231876647,A
RETROSPOT HEART HOT WATER BOTTLE,9250.710000000001,0.09397989126142839,41.575782210027896,A
PACK OF 60 DINOSAUR CAKE CASES,9227.74,0.09374653424318058,41.66952874427108,A
PICCADILLY TEA SET,9224.92,0.09371788527533302,41.76324662954641,A
HOME SWEET HOME MUG,9151.19,0.0929688468358289,41.85621547638224,A
FELTCRAFT DOLL ROSIE,9148.95,0.09294609020888615,41.94916156659112,A
WOODEN UNION JACK BUNTING,9106.49,0.09251473021781949,42.041676296808944,A
CHRISTMAS TOILET ROLL,9095.45,0.09240257255645878,42.1340788693654,A
RECIPE BOX WITH METAL HEART,9075.51,0.09219999793983444,42.22627886730524,A
CHILDS BREAKFAST SET SPACEBOY ,9062.199999999999,0.09206477887527727,42.318343646180516,A
PLASTERS IN TIN STRONGMAN,9041.19,0.0918513339056044,42.41019498008612,A
TWO DOOR CURIO CABINET,8925.699999999999,0.09067804692095321,42.500873027007074,A
BROCADE RING PURSE ,8922.8,0.09064858521642913,42.5915216122235,A
ENAMEL BREAD BIN CREAM,8909.38,0.09051224863894174,42.68203386086245,A
RETROSPOT TEA SET CERAMIC 11 PC ,8901.460000000001,0.09043178770796559,42.77246564857041,A
METAL SIGN TAKE IT OR LEAVE IT ,8841.85,0.08982619729186847,42.86229184586228,A
ANTIQUE SILVER TEA GLASS ENGRAVED,8825.77,0.08966283721988656,42.951954683082164,A
CHRISTMAS LIGHTS 10 REINDEER,8823.9,0.08964383950007272,43.041598522582234,A
PICTURE FRAME WOOD TRIPLE PORTRAIT,8823.06,0.0896353057649692,43.131233828347206,A
SET/6 RED SPOTTY PAPER PLATES,8789.859999999999,0.08929802004421052,43.22053184839142,A
WOODEN BOX OF DOMINOES,8765.28,0.08904830670034765,43.309580155091766,A
RED SPOTTY SHOPPER BAG,8763.09,0.08902605803382771,43.398606213125596,A
CHILDS BREAKFAST SET CIRCUS PARADE,8752.17,0.08891511947748179,43.48752133260308,A
SWEETHEART KEY CABINET,8747.05,0.08886310433018406,43.57638443693327,A
FILIGRIS HEART WITH BUTTERFLY,8742.34,0.08881525445835355,43.66519969139162,A
TRADITIONAL MODELLING CLAY,8698.23,0.08836713177333352,43.75356682316495,A
PHARMACIE FIRST AID TIN,8672.74,0.08810817354977514,43.84167499671473,A
WHITE WOOD GARDEN PLANT LADDER,8640.119999999999,0.08777678016992127,43.92945177688465,A
TRAVEL SEWING KIT,8625.16,0.08762479841141076,44.01707657529606,A
FELTCRAFT CUSHION OWL,8608.86,0.0874592033135684,44.10453577860963,A
PARTY CONE CHRISTMAS DECORATION ,8579.49,0.08716082736119844,44.191696605970826,A
DOORMAT RED RETROSPOT,8544.27,0.08680302003935748,44.27849962601018,A
WHITE DOVE HONEYCOMB PAPER GARLAND,8525.449999999999,0.0866118237362045,44.36511144974639,A
LIGHT PINK CHERRY LIGHTS,8481.19,0.086162177169916,44.451273626916304,A
HAND WARMER RED RETROSPOT,8475.44,0.08610376172129065,44.537377388637594,A
DOORMAT SPOTTY HOME SWEET HOME,8451.76,0.08586319166503868,44.623240580302635,A
TEA TIME KITCHEN APRON,8439.210000000001,0.08573569359890852,44.70897627390154,A
DOOR MAT WELCOME PUPPIES,8429.7,0.08563907952648639,44.79461535342803,A
WOODEN ADVENT CALENDAR CREAM,8421.1,0.08555171033375973,44.88016706376179,A
RETRO SPOT LARGE MILK JUG,8420.28,0.08554337978282534,44.965710443544616,A
BEWARE OF THE CAT METAL SIGN ,8415.65,0.08549634264767134,45.05120678619229,A
JUMBO BAG PINK POLKADOT,8405.710000000001,0.08539536011561287,45.1366021463079,A
RED GINGHAM ROSE JEWELLERY BOX,8352.38,0.08485356952862311,45.22145571583653,A
EDWARDIAN PARASOL PINK,8340.79,0.08473582430261128,45.30619154013914,A
WOODEN HAPPY BIRTHDAY GARLAND,8335.970000000001,0.08468685691785054,45.39087839705699,A
FELTCRAFT DOLL MOLLY,8299.93,0.08432071904507517,45.47519911610206,A
PACK OF 12 SUKI TISSUES ,8280.279999999999,0.08412109059890323,45.55932020670097,A
WHITE WIRE EGG HOLDER,8262.52,0.08394066305671427,45.64326086975768,A
DOORMAT 3 SMILEY CATS,8243.24,0.08374479351767126,45.72700566327536,A
DELUXE SEWING KIT ,8242.92,0.08374154257096517,45.81074720584632,A
DOOR MAT FANCY FONT HOME SWEET HOME,8238.8,0.08369968663212403,45.89444689247844,A
DOORMAT WELCOME PUPPIES,8238.49,0.0836965372775025,45.978143429755946,A
BABUSHKA LIGHTS STRING OF 10,8213.460000000001,0.08344225228983414,46.06158568204578,A
GREEN REGENCY TEACUP AND SAUCER,8203.67,0.08334279363904415,46.14492847568482,A
RECIPE BOX PANTRY YELLOW DESIGN,8201.25,0.08331820835457922,46.2282466840394,A
PINK DOUGHNUT TRINKET POT ,8190.8099999999995,0.08321214621829244,46.31145883025769,A
CREAM SWEETHEART WALL CABINET,8183.04,0.08313320916858477,46.39459203942628,A
POTTING SHED TEA MUG,8123.97,0.08253310472505422,46.47712514415133,A
FELTCRAFT CHRISTMAS FAIRY,8119.04,0.08248301982736325,46.559608163978695,A
CLASSIC METAL BIRDCAGE PLANT HOLDER,8098.09,0.08227018441019776,46.64187834838889,A
STRAWBERRY CHARLOTTE BAG,8092.07,0.0822090259752891,46.72408737436418,A
TEA TIME TABLE CLOTH,8086.25,0.08214989938207178,46.806237273746255,A
FIRST AID TIN,8053.45,0.08181667734469575,46.88805395109095,A
RED/WHITE DOT MINI CASES,8051.57,0.08179757803279736,46.96985152912375,A
DOORMAT AIRMAIL ,8021.5599999999995,0.0814927001870152,47.051344229310764,A
"RECORD FRAME 7"" SINGLE SIZE ",8016.900000000001,0.08144535827560752,47.13278958758637,A
METAL 4 HOOK HANGER FRENCH CHATEAU,8001.150000000001,0.08128535074241627,47.21407493832879,A
SET/10 RED SPOTTY PARTY CANDLES,7990.77,0.08117989815863691,47.29525483648743,A
RED RETROSPOT PICNIC BAG,7988.31,0.08115490650583371,47.37640974299327,A
GLITTER BUTTERFLY CLIPS,7987.9800000000005,0.08115155396704304,47.45756129696031,A
SET/2 RED SPOTTY TEA TOWELS ,7960.570000000001,0.08087309006324801,47.53843438702356,A
VINTAGE POST OFFICE CABINET,7954.87,0.08081518257504545,47.6192495695986,A
RETRO SPOT TRADITIONAL TEAPOT ,7937.910000000001,0.08064288239962177,47.699892451998224,A
VINTAGE SNAKES & LADDERS,7887.04,0.08012608346543519,47.78001853546366,A
FRYING PAN UNION FLAG,7882.32,0.0800781320015201,47.86009666746518,A
WEEKEND BAG VINTAGE ROSE PAISLEY,7875.33,0.08000711913440857,47.940103786599586,A
BLUE HARMONICA IN BOX ,7854.54,0.07979590919059615,48.01989969579018,A
RIBBON REEL STRIPES DESIGN ,7842.89,0.07967755441207691,48.09957725020226,A
FAIRY CAKE FLANNEL ASSORTED COLOUR,7802.7699999999995,0.07926996696879866,48.17884721717106,A
60 CAKE CASES VINTAGE CHRISTMAS,7793.7699999999995,0.07917853409268938,48.25802575126375,A
DOORMAT RED SPOT,7765.42,0.07889052053294515,48.336916271796696,A
SET 10 LIGHTS NIGHT OWL,7727.55,0.07850579130869423,48.41542206310539,A
SET OF 20 VINTAGE CHRISTMAS NAPKINS,7719.65,0.0784255335618872,48.49384759666727,A
RETRO COFFEE MUGS ASSORTED,7710.05,0.07832800516070397,48.57217560182798,A
WHITE SPOT RED CERAMIC DRAWER KNOB,7703.91,0.07826562762078053,48.65044122944876,A
TEA TIME TEA TOWELS ,7669.660000000001,0.07791767473114246,48.7283589041799,A
PACK OF 72 RETROSPOT CAKE CASES,7647.92,0.07769681353929626,48.8060557177192,A
HANGING METAL HEART LANTERN,7643.95,0.07765648148172362,48.88371219920092,A
GARDENERS KNEELING PAD,7623.41,0.07744781134002533,48.961160010540944,A
SET OF 2 WOODEN MARKET CRATES,7589.49,0.07710321098917791,49.03826322153012,A
RED SPOTTY COIR DOORMAT,7563.34,0.07683754768803819,49.11510076921816,A
PACK 3 BOXES CHRISTMAS PANNETONE,7557.38,0.07677699880563693,49.191877768023794,A
MA CAMPAGNE CUTLERY BOX,7553.62,0.07673880018184016,49.26861656820564,A
3 STRIPEY MICE FELTCRAFT,7550.58,0.07670791618813215,49.34532448439377,A
VICTORIAN SEWING BOX MEDIUM,7532.76,0.07652687909343578,49.42185136348721,A
CREAM SWEETHEART TRAYS,7524.44,0.07644235447907696,49.498293717966284,A
BINGO SET,7493.3,0.07612599672773887,49.574419714694024,A
